------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
4431;		203308;		203351;		43;		19.81;		757.31;		0.40
4432;		203351;		203412;		61;		19.81;		757.31;		0.40
4433;		203412;		203455;		43;		19.81;		757.31;		0.40
4434;		203455;		203506;		51;		19.81;		757.31;		0.40
4435;		203506;		203549;		43;		19.81;		757.31;		0.40
4436;		203549;		203592;		43;		19.81;		757.31;		0.40
4437;		203592;		203635;		43;		19.81;		757.31;		0.40
4438;		203635;		203678;		43;		19.81;		757.31;		0.40
4439;		203678;		203721;		43;		19.81;		757.31;		0.40
4440;		203721;		203764;		43;		19.81;		757.42;		-0.82
4441;		203764;		203807;		43;		19.81;		757.31;		0.40
4442;		203807;		203850;		43;		19.81;		757.31;		0.40
4443;		203850;		203905;		55;		19.81;		757.42;		-0.82
4444;		203905;		203956;		51;		19.81;		757.31;		0.40
4445;		203956;		203999;		43;		19.81;		757.31;		0.40
4446;		203999;		204042;		43;		19.81;		757.31;		0.40
4447;		204042;		204085;		43;		19.81;		757.42;		-0.82
4448;		204085;		204145;		60;		19.81;		757.42;		-0.82
4449;		204145;		204188;		43;		19.81;		757.31;		0.40
4450;		204188;		204231;		43;		19.81;		757.31;		0.40
4451;		204231;		204274;		43;		19.81;		757.42;		-0.82
4452;		204274;		204317;		43;		19.81;		757.31;		0.40
4453;		204317;		204360;		43;		19.81;		757.31;		0.40
4454;		204360;		204411;		51;		19.81;		757.31;		0.40
4455;		204411;		204454;		43;		19.81;		757.31;		0.40
4456;		204454;		204497;		43;		19.81;		757.31;		0.40
4457;		204497;		204540;		43;		19.81;		757.31;		0.40
4458;		204540;		204583;		43;		19.81;		757.42;		-0.82
4459;		204583;		204626;		43;		19.81;		757.42;		-0.82
4460;		204626;		204681;		55;		19.81;		757.31;		0.40
4461;		204681;		204724;		43;		19.81;		757.31;		0.40
4462;		204724;		204767;		43;		19.81;		757.31;		0.40
4463;		204767;		204818;		51;		19.81;		757.42;		-0.82
4464;		204818;		204861;		43;		19.81;		757.31;		0.40
4465;		204861;		204922;		61;		19.81;		757.31;		0.40
4466;		204922;		204965;		43;		19.81;		757.31;		0.40
4467;		204965;		205043;		78;		19.81;		757.31;		0.40
4468;		205043;		205086;		43;		19.81;		757.31;		0.40
4469;		205086;		205129;		43;		19.81;		757.31;		0.40
4470;		205129;		205172;		43;		19.81;		757.31;		0.40
4471;		205172;		205215;		43;		19.81;		757.31;		0.40
4472;		205215;		205258;		43;		19.81;		757.31;		0.40
4473;		205258;		205309;		51;		19.81;		757.42;		-0.82
4474;		205309;		205352;		43;		19.81;		757.42;		-0.82
4475;		205352;		205395;		43;		19.81;		757.42;		-0.82
4476;		205395;		205438;		43;		19.81;		757.31;		0.40
4477;		205438;		205493;		55;		19.81;		757.31;		0.40
4478;		205493;		205536;		43;		19.81;		757.31;		0.40
4479;		205536;		205579;		43;		19.81;		757.42;		-0.82
4480;		205579;		205622;		43;		19.81;		757.42;		-0.82
4481;		205622;		205665;		43;		19.81;		757.42;		-0.82
4482;		205665;		205716;		51;		19.81;		757.42;		-0.82
4483;		205716;		205759;		43;		19.81;		757.42;		-0.82
4484;		205759;		205820;		61;		19.81;		757.31;		0.40
4485;		205820;		205863;		43;		19.81;		757.42;		-0.82
4486;		205863;		205906;		43;		19.81;		757.31;		0.40
4487;		205906;		205949;		43;		19.81;		757.42;		-0.82
4488;		205949;		205992;		43;		19.81;		757.31;		0.40
4489;		205992;		206035;		43;		19.81;		757.42;		-0.82
4490;		206035;		206078;		43;		19.81;		757.42;		-0.82
4491;		206078;		206121;		43;		19.81;		757.31;		0.40
4492;		206121;		206172;		51;		19.81;		757.42;		-0.82
4493;		206172;		206215;		43;		19.81;		757.31;		0.40
4494;		206215;		206270;		55;		19.81;		757.31;		0.40
4495;		206270;		206313;		43;		19.83;		757.46;		-1.27
4496;		206313;		206356;		43;		19.81;		757.31;		0.40
4497;		206356;		206399;		43;		19.81;		757.31;		0.40
4498;		206399;		206442;		43;		19.81;		757.42;		-0.82
4499;		206442;		206485;		43;		19.81;		757.31;		0.40
4500;		206485;		206545;		60;		19.81;		757.31;		0.40
4501;		206545;		206588;		43;		19.81;		757.31;		0.40
4502;		206588;		206669;		81;		19.81;		757.42;		-0.82
4503;		206669;		206712;		43;		19.81;		757.31;		0.40
4504;		206712;		206755;		43;		19.81;		757.42;		-0.82
4505;		206755;		206798;		43;		19.81;		757.42;		-0.82
4506;		206798;		206841;		43;		19.81;		757.31;		0.40
4507;		206841;		206884;		43;		19.81;		757.31;		0.40
4508;		206884;		206927;		43;		19.81;		757.31;		0.40
4509;		206927;		206970;		43;		19.81;		757.31;		0.40
4510;		206970;		207013;		43;		19.81;		757.42;		-0.82
4511;		207013;		207076;		63;		19.81;		757.31;		0.40
4512;		207076;		207119;		43;		19.81;		757.31;		0.40
4513;		207119;		207162;		43;		19.81;		757.31;		0.40
4514;		207162;		207205;		43;		19.81;		757.31;		0.40
4515;		207205;		207248;		43;		19.81;		757.31;		0.40
4516;		207248;		207291;		43;		19.81;		757.31;		0.40
4517;		207291;		207352;		61;		19.81;		757.31;		0.40
4518;		207352;		207395;		43;		19.81;		757.42;		-0.82
4519;		207395;		207438;		43;		19.81;		757.42;		-0.82
4520;		207438;		207481;		43;		19.81;		757.31;		0.40
4521;		207481;		207546;		65;		19.81;		757.42;		-0.82
4522;		207546;		207589;		43;		19.81;		757.31;		0.40
4523;		207589;		207632;		43;		19.81;		757.31;		0.40
4524;		207632;		207675;		43;		19.81;		757.31;		0.40
4525;		207675;		207718;		43;		19.81;		757.31;		0.40
4526;		207718;		207761;		43;		19.81;		757.31;		0.40
4527;		207761;		207804;		43;		19.81;		757.31;		0.40
4528;		207804;		207859;		55;		19.81;		757.42;		-0.82
4529;		207859;		207902;		43;		19.81;		757.31;		0.40
4530;		207902;		207953;		51;		19.81;		757.31;		0.40
4531;		207953;		207996;		43;		19.81;		757.31;		0.40
4532;		207996;		208039;		43;		19.81;		757.42;		-0.82
4533;		208039;		208099;		60;		19.81;		757.42;		-0.82
4534;		208099;		208142;		43;		19.81;		757.31;		0.40
4535;		208142;		208185;		43;		19.81;		757.31;		0.40
4536;		208185;		208228;		43;		19.81;		757.31;		0.40
4537;		208228;		208271;		43;		19.81;		757.42;		-0.82
4538;		208271;		208314;		43;		19.81;		757.42;		-0.82
4539;		208314;		208357;		43;		19.81;		757.31;		0.40
4540;		208357;		208408;		51;		19.81;		757.42;		-0.82
4541;		208408;		208451;		43;		19.81;		757.31;		0.40
4542;		208451;		208494;		43;		19.81;		757.31;		0.40
4543;		208494;		208537;		43;		19.81;		757.42;		-0.82
4544;		208537;		208580;		43;		19.81;		757.31;		0.40
4545;		208580;		208635;		55;		19.81;		757.42;		-0.82
4546;		208635;		208678;		43;		19.81;		757.42;		-0.82
4547;		208678;		208721;		43;		19.81;		757.31;		0.40
4548;		208721;		208764;		43;		19.81;		757.31;		0.40
4549;		208764;		208807;		43;		19.81;		757.42;		-0.82
4550;		208807;		208875;		68;		19.81;		757.31;		0.40
4551;		208875;		208918;		43;		19.81;		757.31;		0.40
4552;		208918;		208961;		43;		19.81;		757.31;		0.40
4553;		208961;		209004;		43;		19.83;		757.34;		0.07
4554;		209004;		209047;		43;		19.81;		757.31;		0.40
4555;		209047;		209090;		43;		19.83;		757.46;		-1.27
4556;		209090;		209133;		43;		19.81;		757.42;		-0.82
4557;		209133;		209176;		43;		19.81;		757.31;		0.40
4558;		209176;		209219;		43;		19.81;		757.31;		0.40
4559;		209219;		209270;		51;		19.81;		757.31;		0.40
4560;		209270;		209313;		43;		19.83;		757.34;		0.07
4561;		209313;		209356;		43;		19.81;		757.42;		-0.82
4562;		209356;		209411;		55;		19.81;		757.42;		-0.82
4563;		209411;		209454;		43;		19.81;		757.42;		-0.82
4564;		209454;		209497;		43;		19.81;		757.42;		-0.82
4565;		209497;		209540;		43;		19.81;		757.31;		0.40
4566;		209540;		209601;		61;		19.81;		757.31;		0.40
4567;		209601;		209644;		43;		19.81;		757.31;		0.40
4568;		209644;		209687;		43;		19.81;		757.31;		0.40
4569;		209687;		209738;		51;		19.81;		757.31;		0.40
4570;		209738;		209781;		43;		19.81;		757.31;		0.40
4571;		209781;		209824;		43;		19.81;		757.31;		0.40
4572;		209824;		209867;		43;		19.81;		757.42;		-0.82
4573;		209867;		209910;		43;		19.81;		757.31;		0.40
4574;		209910;		209953;		43;		19.81;		757.31;		0.40
4575;		209953;		209996;		43;		19.83;		757.46;		-1.27
4576;		209996;		210039;		43;		19.81;		757.42;		-0.82
4577;		210039;		210082;		43;		19.81;		757.31;		0.40
4578;		210082;		210133;		51;		19.83;		757.34;		0.07
4579;		210133;		210188;		55;		19.81;		757.42;		-0.82
4580;		210188;		210231;		43;		19.81;		757.31;		0.40
4581;		210231;		210274;		43;		19.83;		757.46;		-1.27
4582;		210274;		210317;		43;		19.81;		757.42;		-0.82
4583;		210317;		210378;		61;		19.81;		757.42;		-0.82
4584;		210378;		210421;		43;		19.81;		757.31;		0.40
4585;		210421;		210464;		43;		19.81;		757.31;		0.40
4586;		210464;		210507;		43;		19.81;		757.42;		-0.82
4587;		210507;		210550;		43;		19.81;		757.31;		0.40
4588;		210550;		210601;		51;		19.81;		757.31;		0.40
4589;		210601;		210644;		43;		19.83;		757.34;		0.07
4590;		210644;		210687;		43;		19.83;		757.46;		-1.27
4591;		210687;		210730;		43;		19.81;		757.42;		-0.82
4592;		210730;		210773;		43;		19.81;		757.31;		0.40
4593;		210773;		210816;		43;		19.83;		757.34;		0.07
4594;		210816;		210859;		43;		19.81;		757.42;		-0.82
4595;		210859;		210902;		43;		19.81;		757.31;		0.40
4596;		210902;		210945;		43;		19.81;		757.31;		0.40
4597;		210945;		211008;		63;		19.81;		757.31;		0.40
4598;		211008;		211051;		43;		19.83;		757.34;		0.07
4599;		211051;		211111;		60;		19.81;		757.42;		-0.82
4600;		211111;		211154;		43;		19.83;		757.46;		-1.27
4601;		211154;		211197;		43;		19.81;		757.31;		0.40
4602;		211197;		211240;		43;		19.81;		757.42;		-0.82
4603;		211240;		211283;		43;		19.83;		757.46;		-1.27
4604;		211283;		211326;		43;		19.83;		757.34;		0.07
4605;		211326;		211369;		43;		19.83;		757.34;		0.07
4606;		211369;		211412;		43;		19.81;		757.31;		0.40
4607;		211412;		211463;		51;		19.83;		757.34;		0.07
4608;		211463;		211506;		43;		19.83;		757.23;		1.30
4609;		211506;		211549;		43;		19.83;		757.34;		0.07
4610;		211549;		211592;		43;		19.81;		757.42;		-0.82
4611;		211592;		211635;		43;		19.81;		757.42;		-0.82
4612;		211635;		211678;		43;		19.83;		757.46;		-1.27
4613;		211678;		211721;		43;		19.83;		757.34;		0.07
4614;		211721;		211776;		55;		19.83;		757.34;		0.07
4615;		211776;		211819;		43;		19.81;		757.42;		-0.82
4616;		211819;		211880;		61;		19.83;		757.46;		-1.27
4617;		211880;		211932;		52;		19.81;		757.31;		0.40
4618;		211932;		211975;		43;		19.81;		757.42;		-0.82
4619;		211975;		212018;		43;		19.81;		757.31;		0.40
4620;		212018;		212061;		43;		19.81;		757.31;		0.40
4621;		212061;		212104;		43;		19.83;		757.34;		0.07
4622;		212104;		212147;		43;		19.81;		757.31;		0.40
4623;		212147;		212190;		43;		19.81;		757.31;		0.40
4624;		212190;		212233;		43;		19.83;		757.46;		-1.27
4625;		212233;		212276;		43;		19.81;		757.42;		-0.82
4626;		212276;		212328;		52;		19.81;		757.31;		0.40
4627;		212328;		212371;		43;		19.83;		757.34;		0.07
4628;		212371;		212414;		43;		19.81;		757.42;		-0.82
4629;		212414;		212457;		43;		19.81;		757.31;		0.40
4630;		212457;		212500;		43;		19.81;		757.20;		1.63
4631;		212500;		212555;		55;		19.83;		757.46;		-1.27
4632;		212555;		212616;		61;		19.81;		757.42;		-0.82
4633;		212616;		212659;		43;		19.83;		757.34;		0.07
4634;		212659;		212702;		43;		19.83;		757.46;		-1.27
4635;		212702;		212745;		43;		19.81;		757.31;		0.40
4636;		212745;		212796;		51;		19.83;		757.46;		-1.27
4637;		212796;		212839;		43;		19.81;		757.31;		0.40
4638;		212839;		212882;		43;		19.83;		757.34;		0.07
4639;		212882;		212925;		43;		19.81;		757.31;		0.40
4640;		212925;		212968;		43;		19.83;		757.34;		0.07
4641;		212968;		213011;		43;		19.83;		757.23;		1.30
4642;		213011;		213054;		43;		19.83;		757.34;		0.07
4643;		213054;		213097;		43;		19.83;		757.34;		0.07
4644;		213097;		213140;		43;		19.83;		757.34;		0.07
4645;		213140;		213192;		52;		19.81;		757.31;		0.40
4646;		213192;		213235;		43;		19.83;		757.46;		-1.27
4647;		213235;		213278;		43;		19.83;		757.34;		0.07
4648;		213278;		213333;		55;		19.83;		757.34;		0.07
4649;		213333;		213408;		75;		19.83;		757.34;		0.07
4650;		213408;		213451;		43;		19.83;		757.34;		0.07
4651;		213451;		213494;		43;		19.83;		757.34;		0.07
4652;		213494;		213537;		43;		19.81;		757.31;		0.40
4653;		213537;		213580;		43;		19.83;		757.34;		0.07
4654;		213580;		213623;		43;		19.83;		757.34;		0.07
4655;		213623;		213704;		81;		19.83;		757.46;		-1.27
4656;		213704;		213747;		43;		19.81;		757.20;		1.63
4657;		213747;		213790;		43;		19.81;		757.42;		-0.82
4658;		213790;		213833;		43;		19.81;		757.31;		0.40
4659;		213833;		213876;		43;		19.83;		757.34;		0.07
4660;		213876;		213919;		43;		19.83;		757.34;		0.07
4661;		213919;		213962;		43;		19.81;		757.42;		-0.82
4662;		213962;		214005;		43;		19.83;		757.34;		0.07
4663;		214005;		214048;		43;		19.81;		757.31;		0.40
4664;		214048;		214091;		43;		19.83;		757.46;		-1.27
4665;		214091;		214171;		80;		19.81;		757.31;		0.40
4666;		214171;		214214;		43;		19.83;		757.34;		0.07
4667;		214214;		214257;		43;		19.83;		757.34;		0.07
4668;		214257;		214300;		43;		19.83;		757.23;		1.30
4669;		214300;		214343;		43;		19.83;		757.34;		0.07
4670;		214343;		214386;		43;		19.81;		757.31;		0.40
4671;		214386;		214429;		43;		19.81;		757.31;		0.40
4672;		214429;		214472;		43;		19.83;		757.34;		0.07
4673;		214472;		214515;		43;		19.83;		757.46;		-1.27
4674;		214515;		214566;		51;		19.81;		757.42;		-0.82
4675;		214566;		214609;		43;		19.83;		757.46;		-1.27
4676;		214609;		214652;		43;		19.81;		757.42;		-0.82
4677;		214652;		214695;		43;		19.83;		757.34;		0.07
4678;		214695;		214738;		43;		19.83;		757.46;		-1.27
4679;		214738;		214781;		43;		19.81;		757.31;		0.40
4680;		214781;		214824;		43;		19.81;		757.31;		0.40
4681;		214824;		214867;		43;		19.83;		757.23;		1.30
4682;		214867;		214940;		73;		19.81;		757.31;		0.40
4683;		214940;		214983;		43;		19.81;		757.42;		-0.82
4684;		214983;		215034;		51;		19.83;		757.34;		0.07
4685;		215034;		215077;		43;		19.81;		757.31;		0.40
4686;		215077;		215120;		43;		19.83;		757.34;		0.07
4687;		215120;		215163;		43;		19.81;		757.42;		-0.82
4688;		215163;		215206;		43;		19.81;		757.31;		0.40
4689;		215206;		215249;		43;		19.81;		757.42;		-0.82
4690;		215249;		215292;		43;		19.83;		757.34;		0.07
4691;		215292;		215335;		43;		19.83;		757.34;		0.07
4692;		215335;		215378;		43;		19.83;		757.34;		0.07
4693;		215378;		215421;		43;		19.83;		757.23;		1.30
4694;		215421;		215471;		50;		19.83;		757.46;		-1.27
4695;		215471;		215514;		43;		19.83;		757.34;		0.07
4696;		215514;		215557;		43;		19.81;		757.31;		0.40
4697;		215557;		215600;		43;		19.81;		757.31;		0.40
4698;		215600;		215661;		61;		19.81;		757.31;		0.40
4699;		215661;		215716;		55;		19.83;		757.34;		0.07
4700;		215716;		215759;		43;		19.81;		757.31;		0.40
4701;		215759;		215802;		43;		19.83;		757.34;		0.07
4702;		215802;		215845;		43;		19.81;		757.42;		-0.82
4703;		215845;		215896;		51;		19.83;		757.34;		0.07
4704;		215896;		215939;		43;		19.83;		757.34;		0.07
4705;		215939;		215982;		43;		19.81;		757.42;		-0.82
4706;		215982;		216025;		43;		19.81;		757.42;		-0.82
4707;		216025;		216068;		43;		19.83;		757.46;		-1.27
4708;		216068;		216111;		43;		19.81;		757.42;		-0.82
4709;		216111;		216154;		43;		19.81;		757.31;		0.40
4710;		216154;		216197;		43;		19.81;		757.42;		-0.82
4711;		216197;		216240;		43;		19.83;		757.34;		0.07
4712;		216240;		216283;		43;		19.83;		757.46;		-1.27
4713;		216283;		216334;		51;		19.83;		757.34;		0.07
4714;		216334;		216377;		43;		19.83;		757.34;		0.07
4715;		216377;		216438;		61;		19.83;		757.34;		0.07
4716;		216438;		216492;		54;		19.81;		757.31;		0.40
4717;		216492;		216535;		43;		19.83;		757.34;		0.07
4718;		216535;		216578;		43;		19.83;		757.34;		0.07
4719;		216578;		216621;		43;		19.81;		757.31;		0.40
4720;		216621;		216664;		43;		19.81;		757.42;		-0.82
4721;		216664;		216707;		43;		19.81;		757.42;		-0.82
4722;		216707;		216758;		51;		19.83;		757.23;		1.30
4723;		216758;		216801;		43;		19.83;		757.34;		0.07
4724;		216801;		216844;		43;		19.81;		757.31;		0.40
4725;		216844;		216887;		43;		19.81;		757.31;		0.40
4726;		216887;		216930;		43;		19.81;		757.42;		-0.82
4727;		216930;		216973;		43;		19.83;		757.34;		0.07
4728;		216973;		217016;		43;		19.81;		757.42;		-0.82
4729;		217016;		217059;		43;		19.83;		757.46;		-1.27
4730;		217059;		217102;		43;		19.81;		757.31;		0.40
4731;		217102;		217162;		60;		19.81;		757.42;		-0.82
4732;		217162;		217213;		51;		19.81;		757.31;		0.40
4733;		217213;		217268;		55;		19.81;		757.31;		0.40
4734;		217268;		217311;		43;		19.83;		757.34;		0.07
4735;		217311;		217354;		43;		19.81;		757.31;		0.40
4736;		217354;		217397;		43;		19.83;		757.46;		-1.27
4737;		217397;		217440;		43;		19.81;		757.31;		0.40
4738;		217440;		217483;		43;		19.81;		757.31;		0.40
4739;		217483;		217526;		43;		19.83;		757.34;		0.07
4740;		217526;		217569;		43;		19.81;		757.31;		0.40
4741;		217569;		217612;		43;		19.83;		757.46;		-1.27
4742;		217612;		217663;		51;		19.83;		757.46;		-1.27
4743;		217663;		217706;		43;		19.83;		757.46;		-1.27
4744;		217706;		217749;		43;		19.81;		757.42;		-0.82
4745;		217749;		217792;		43;		19.83;		757.46;		-1.27
4746;		217792;		217835;		43;		19.81;		757.42;		-0.82
4747;		217835;		217878;		43;		19.83;		757.34;		0.07
4748;		217878;		217939;		61;		19.83;		757.34;		0.07
4749;		217939;		217982;		43;		19.83;		757.34;		0.07
4750;		217982;		218025;		43;		19.83;		757.34;		0.07
4751;		218025;		218087;		62;		19.83;		757.46;		-1.27
4752;		218087;		218130;		43;		19.83;		757.34;		0.07
4753;		218130;		218173;		43;		19.83;		757.34;		0.07
4754;		218173;		218216;		43;		19.83;		757.46;		-1.27
4755;		218216;		218259;		43;		19.81;		757.31;		0.40
4756;		218259;		218302;		43;		19.81;		757.31;		0.40
4757;		218302;		218345;		43;		19.83;		757.34;		0.07
4758;		218345;		218388;		43;		19.83;		757.34;		0.07
4759;		218388;		218431;		43;		19.83;		757.46;		-1.27
4760;		218431;		218474;		43;		19.81;		757.31;		0.40
4761;		218474;		218525;		51;		19.83;		757.34;		0.07
4762;		218525;		218568;		43;		19.83;		757.34;		0.07
4763;		218568;		218611;		43;		19.83;		757.34;		0.07
4764;		218611;		218672;		61;		19.83;		757.34;		0.07
4765;		218672;		218715;		43;		19.83;		757.34;		0.07
4766;		218715;		218758;		43;		19.83;		757.34;		0.07
4767;		218758;		218801;		43;		19.83;		757.46;		-1.27
4768;		218801;		218856;		55;		19.81;		757.42;		-0.82
4769;		218856;		218899;		43;		19.83;		757.46;		-1.27
4770;		218899;		218950;		51;		19.83;		757.34;		0.07
4771;		218950;		218993;		43;		19.81;		757.42;		-0.82
4772;		218993;		219036;		43;		19.83;		757.34;		0.07
4773;		219036;		219079;		43;		19.83;		757.34;		0.07
4774;		219079;		219122;		43;		19.81;		757.42;		-0.82
4775;		219122;		219165;		43;		19.83;		757.34;		0.07
4776;		219165;		219208;		43;		19.83;		757.34;		0.07
4777;		219208;		219251;		43;		19.83;		757.34;		0.07
4778;		219251;		219294;		43;		19.83;		757.34;		0.07
4779;		219294;		219337;		43;		19.83;		757.34;		0.07
4780;		219337;		219388;		51;		19.83;		757.34;		0.07
4781;		219388;		219449;		61;		19.83;		757.23;		1.30
4782;		219449;		219492;		43;		19.83;		757.46;		-1.27
4783;		219492;		219535;		43;		19.83;		757.34;		0.07
4784;		219535;		219578;		43;		19.83;		757.34;		0.07
4785;		219578;		219632;		54;		19.83;		757.34;		0.07
4786;		219632;		219675;		43;		19.83;		757.46;		-1.27
4787;		219675;		219718;		43;		19.83;		757.46;		-1.27
4788;		219718;		219761;		43;		19.83;		757.34;		0.07
4789;		219761;		219804;		43;		19.83;		757.46;		-1.27
4790;		219804;		219855;		51;		19.83;		757.34;		0.07
4791;		219855;		219898;		43;		19.83;		757.34;		0.07
4792;		219898;		219941;		43;		19.83;		757.34;		0.07
4793;		219941;		219984;		43;		19.83;		757.34;		0.07
4794;		219984;		220027;		43;		19.81;		757.31;		0.40
4795;		220027;		220070;		43;		19.83;		757.34;		0.07
4796;		220070;		220113;		43;		19.83;		757.34;		0.07
4797;		220113;		220173;		60;		19.81;		757.31;		0.40
4798;		220173;		220216;		43;		19.83;		757.34;		0.07
4799;		220216;		220267;		51;		19.81;		757.31;		0.40
4800;		220267;		220310;		43;		19.83;		757.34;		0.07
4801;		220310;		220353;		43;		19.81;		757.31;		0.40
4802;		220353;		220407;		54;		19.83;		757.46;		-1.27
4803;		220407;		220450;		43;		19.83;		757.46;		-1.27
4804;		220450;		220493;		43;		19.83;		757.34;		0.07
4805;		220493;		220536;		43;		19.83;		757.34;		0.07
4806;		220536;		220579;		43;		19.83;		757.34;		0.07
4807;		220579;		220622;		43;		19.81;		757.42;		-0.82
4808;		220622;		220665;		43;		19.83;		757.34;		0.07
4809;		220665;		220748;		83;		19.83;		757.34;		0.07
4810;		220748;		220791;		43;		19.83;		757.34;		0.07
4811;		220791;		220834;		43;		19.83;		757.46;		-1.27
4812;		220834;		220877;		43;		19.83;		757.46;		-1.27
4813;		220877;		220920;		43;		19.83;		757.34;		0.07
4814;		220920;		220981;		61;		19.81;		757.31;		0.40
4815;		220981;		221024;		43;		19.83;		757.46;		-1.27
4816;		221024;		221067;		43;		19.83;		757.46;		-1.27
4817;		221067;		221110;		43;		19.81;		757.31;		0.40
4818;		221110;		221174;		64;		19.83;		757.34;		0.07
4819;		221174;		221244;		70;		19.83;		757.34;		0.07
4820;		221244;		221287;		43;		19.83;		757.34;		0.07
4821;		221287;		221330;		43;		19.83;		757.34;		0.07
4822;		221330;		221373;		43;		19.83;		757.34;		0.07
4823;		221373;		221416;		43;		19.81;		757.31;		0.40
4824;		221416;		221459;		43;		19.83;		757.34;		0.07
4825;		221459;		221502;		43;		19.83;		757.34;		0.07
4826;		221502;		221545;		43;		19.81;		757.20;		1.63
4827;		221545;		221588;		43;		19.83;		757.34;		0.07
4828;		221588;		221639;		51;		19.83;		757.34;		0.07
